inflection_point_slope,a,b,c,a_min,b_min,c_min,a_max,b_max,c_max,inflection,a_curve,b_curve,c_curve,R_squared,growth rate,locus id,
13405.7468722699,44391.6017805764,0.350978499260511,8.28718081569356,-33052.9469791195,0.197464761923702,0.22165254891153,121836.150540272,0.504492236597321,16.3527090824756,NA,44392.6230615193,8.28728561895909,2.84919227379611,12005021.0349527,1975.8,PA14_00230,1
10926.8080825438,29718.274577052,0.332604704654132,7.53080774314392,-576.822090205485,0.219048022508206,2.21180036665316,60013.3712443095,0.446161386800058,12.8498151196347,NA,29718.4478121847,7.53083802939695,3.00657763180525,19409766.2710187,1573.2,PA14_00250,1
11185.5365378342,22432.8352345083,0.384789638857654,5.9146274590439,10206.166133476,0.275139264891842,3.17037810870148,34659.5043355406,0.494440012823466,8.65887680938632,NA,22432.747891123,5.91460770206034,2.59881734540616,18948797.5172494,1840,PA14_00300,1
11428.7538081964,23052.6289757421,0.68619809115302,4.12721068180916,18342.6917016841,0.521702942827527,3.39812061751582,27762.5662498002,0.850693239478514,4.85630074610251,4.10254033731138,23052.620331598,4.12720935708507,1.45730440486147,19751268.1209907,3148.6,PA14_00310,1
12047.6189183997,24192.9643027032,0.471264727076346,5.71909358558176,-7413.28761003585,0.141141196272228,0.254283905331477,55799.2162154423,0.801388257880464,11.183903265832,5.75195043927372,24192.9031099877,5.71908294023241,2.12194691878967,47375404.9667558,1957.8,PA14_00320,1
9112.07761390507,18481.1034390501,0.59465989153611,4.24905785378873,15793.4374458418,0.505668349190861,3.67877708688048,21168.7694322585,0.683651433881359,4.81933862069697,4.25229435093545,18481.1016134486,4.24905746059453,1.68163336182519,3635860.49131113,2232,PA14_00340,1
10398.5582477374,26149.0946130923,0.346582852610284,7.09955338122724,3625.08830182087,0.235387653656489,2.67069675083261,48673.1009243637,0.457778051564078,11.5284100116219,NA,26149.1334899251,7.09956092740582,2.88531453823097,3714325.36223421,1514.1,PA14_00360,1
11041.175512233,22919.1222673211,0.743257746724863,3.59907227368208,20212.0018032305,0.605877239134723,3.17914224191552,25626.2427314116,0.880638254315003,4.01900230544864,3.55078610778878,22919.1246752634,3.59907266567953,1.34542847701442,71829141.4036822,2923.3,PA14_00380,1
11165.5193625924,22434.8092660773,0.719924114747697,3.91353381713674,17226.2785128601,0.496901523322986,3.09482035757498,27643.3400192944,0.942946706172409,4.73224727669851,3.90068396676425,22434.8073803064,3.91353347654279,1.38903524549677,36674063.1234396,3229.5,PA14_00400,1
10379.4996022135,30428.2002876729,0.328067587851392,7.90948490887299,-10662.1811483333,0.194517805421911,0.944358566750807,71518.5817236791,0.461617370280872,14.8746112509952,NA,30427.8452094474,7.9094251554156,3.04814229125706,5306042.31570655,1511.1,PA14_00430,1
11347.6075182339,23083.4507212198,0.644052938744283,4.35232235376444,16565.9978758585,0.457966556226464,3.31992315061859,29600.9035665811,0.830139321262103,5.38472155691029,4.40008945795807,23083.3250796781,4.35230231119359,1.55265870026231,23613089.2519253,2996.2,PA14_00440,2
6845.62298007367,13790.5469682094,0.403732287881755,4.13735159312699,7834.90884773427,0.237194068104807,1.80623962679775,19746.1850886846,0.570270507658703,6.46846355945623,4.15168051920449,13790.6490611621,4.13739169144844,2.47690521708675,5865567.84395344,1133.6,PA14_00450,3
10615.2451731248,23442.6118854706,0.382632329000231,6.39734746207192,5698.71378078083,0.253911401477337,2.70770286287851,41186.5099901604,0.511353256523126,10.0869920612653,NA,23442.9523009836,6.39741791710824,2.61349078466441,5203985.30031118,1554.1,PA14_00460,2
10971.8922870147,22194.4463376668,0.637080517977296,3.83770557877528,18837.8027890903,0.51460161696378,3.25489509154296,25551.0898862432,0.759559418990812,4.4205160660076,3.85224891144394,22194.4519995468,3.83770661238173,1.56966066798148,11251024.8789868,2850.7,PA14_00470,1
12219.0769568367,24531.2867387051,0.743442846058752,4.21170132646508,19244.5522250961,0.552863053550253,3.49136970416071,29818.0212523141,0.934022638567251,4.93203294876945,4.20148800636727,24531.2015973939,4.21168983070373,1.345087071586,27872518.402997,3491.7,PA14_00480,1
11604.6884411839,25182.5898518106,0.384746104229667,6.30831659923119,5752.68914175382,0.249055816294914,2.54206337232127,44612.4905618674,0.52043639216442,10.0745698261411,NA,25182.7370325117,6.30834524327302,2.59912353260232,74112102.8847792,1647.9,PA14_00490,1
9823.75393289961,36656.503424351,0.280936819633304,9.47751298276154,-21822.3941475844,0.179301838691547,0.509309780931329,95135.4009962863,0.382571800575061,18.4457161845918,NA,36656.5062977236,9.47751344317597,3.55951926451369,2654196.20909701,1363.9,PA14_00510,1
10234.14592847,20566.4642964521,0.61152758928727,4.11589734481825,14224.1338048421,0.40347062863926,2.91872878619341,26908.7947880622,0.819584549935281,5.31306590344309,4.10028575305458,20566.4910973919,4.11590248474889,1.63525129407425,25682404.0421259,2422.6,PA14_00530,1
8026.87279238498,16371.5015524083,0.721706145873768,3.75479025288652,12030.0887970732,0.447351575381449,2.8072700616225,20712.9143077434,0.996060716366087,4.70231044415054,3.75099681039897,16371.5677899393,3.75480424219179,1.38561484641267,31002804.510478,2390.5,PA14_00550,1
14041.8304330073,29601.2485474568,0.449466051935584,6.13000769058178,2457.11960617778,0.259759533510735,2.26440662073435,56745.3774887357,0.639172570360432,9.99560876042921,NA,29601.1252111462,6.12999017637806,2.22485828000346,89128859.484356,1966.1,PA14_00560,3
12135.1479649141,24676.8762706038,0.48321651187821,5.27027813110153,16201.7033474315,0.377014516031523,3.80709356878496,33152.0491937761,0.589418507724897,6.73346269341811,5.30207823317112,24676.8065072432,5.27026615306351,2.06946244381477,6195507.25811187,2185.4,PA14_00570,2
10754.0898110663,21625.6780373203,0.745781170802307,3.719629263403,18921.292883407,0.606798562857167,3.28060353030632,24330.0631912335,0.884763778747447,4.15865499649968,3.75505840522985,21625.6685854312,3.71962771293449,1.34087504505333,13843284.4679515,3335.9,PA14_00580,1
11488.5118204716,23085.1729509326,0.423747035033043,5.72605794789608,-10383.8686681596,0.0890775451212694,-1.00210002149588,56554.2145700248,0.758416524944817,12.454215917288,5.75394650311037,23084.5556990901,5.7259352242233,2.35986843997683,44542797.4276342,1667.2,PA14_00600,1
9425.18818749582,19087.1465098645,0.638488202501369,3.84124269501486,9105.66066934544,0.213857100986691,1.8290423576498,29068.6323503835,1.06311930401605,5.85344303237991,3.85238425959443,19087.1724951169,3.84124778686229,1.566202916852,456411237.071305,1524.5,PA14_00620,1
14359.4336697301,55425.7809975115,0.361420538210432,8.80747447285389,-52847.205807776,0.217382162946057,0.440081089101545,163698.767802799,0.505458913474807,17.1748678566062,NA,55426.30774638,8.80751445373,2.76686464648731,12131037.4278945,2226.3,PA14_00640,1
13005.9005150642,43907.3734671853,0.364292821870041,8.27816652774604,-61623.7823400881,0.152343860659248,-2.34799380390263,149438.529274459,0.576241783080834,18.9043268593947,NA,43906.5071297487,8.27807992443546,2.74503218527982,21478284.8809555,1971.7,PA14_00650,1
10912.2445898255,39124.9833400107,0.334080451043424,8.74407981855233,-37974.814434571,0.183679253474548,-0.614324583691321,116224.781114592,0.4844816486123,18.102484220796,NA,39124.6835368965,8.74404375645147,2.9932861907892,7610938.85632279,1624.6,PA14_00660,1
11953.7129127476,23935.4982313556,0.509365114526707,5.30480775304007,13477.0076697878,0.368755341474911,3.5373296856025,34393.9887929234,0.649974887578503,7.07228582047764,5.30020266264775,23935.4104334281,5.30479284130977,1.96322383606147,45709153.0556831,2328.5,PA14_00680,1
11772.2284354828,34501.4529068577,0.349834284742015,7.78142545147537,-8609.31557659207,0.220081870371968,1.74989065764812,77612.2213903074,0.479586699112062,13.8129602453026,NA,34501.2501475777,7.78139724528153,2.85849166387542,6574662.1721651,1742.4,PA14_00690,1
4719.16188800844,9614.19709476817,0.874549294552693,3.34299834098366,7296.25504574575,0.454192694285078,2.53844177673029,11932.1391437906,1.29490589482031,4.14755490523704,3.35115936078452,9614.20211325524,3.34300014637491,1.14344723967351,25296960.3183331,1630.6,PA14_00700,1
10712.4498089272,21857.0028873878,0.618645107164111,4.06416310128111,14647.3682197285,0.387051114483506,2.78894397605706,29066.6375550472,0.850239099844715,5.33938222650516,4.05024233909887,21857.0720941958,4.06417539503134,1.61644125892052,166933008.207231,3086.8,PA14_00710,2
10820.8980786186,52402.6818943332,0.282411691316576,10.6696007054319,-66175.0222540166,0.178200106692191,-1.10333569157388,170980.386042683,0.386623275940961,22.4425371024378,NA,52401.2410732803,10.6694576286559,3.54091424495163,3474914.92561075,1555.5,PA14_00720,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3802,PA14_00730,1
9907.83021097515,20209.7676069804,0.699408569051088,3.75809818894117,14715.3988212172,0.433719637234739,2.76754207963292,25704.1363927437,0.965097500867436,4.74865429824942,3.75232735476533,20209.8392172155,3.75811014483575,1.42978909583648,203437966.517917,3698.9,PA14_00740,1
10319.221095364,20986.5349399054,0.402760277338336,5.68478080559506,6603.84763899101,0.248427683589505,2.32893838309322,35369.2222408199,0.557092871087168,9.0406232280969,5.70240921848995,20986.5720913444,5.68478945647696,2.48286882007132,7887816.46374616,1605.8,PA14_00750,1
11049.4651051848,22594.1165421603,0.405642763138704,6.00808114214175,4870.34486473665,0.247296977000897,2.29359959893053,40317.888219584,0.563988549276511,9.72256268535297,NA,22593.9041469112,6.00803630625429,2.46521180438337,8551455.04112202,1706.9,PA14_00760,2
11905.8950599988,24037.167326693,0.65277381141691,4.3324672473351296,16773.1485283652,0.447920073979129,3.23706987286549,31301.1861250209,0.857627548854691,5.42786462180476,4.30373916045592,24037.0646514197,4.33245162668136,1.5319175357579,31153912.8011074,3143.4,PA14_00770,1
10349.7493852011,26856.7200801057,0.340768226595418,7.26993320993273,-21.5702274930518,0.219073376440123,2.09219361292352,53735.0103877044,0.462463076750712,12.4476728069419,NA,26856.6557359974,7.26992082651426,2.93454357590665,4398084.57941795,1477.4,PA14_00780,1
9664.79702615431,22882.0674171753,0.368886247929421,6.75129093178695,-3471.28084152264,0.198297089769542,1.07494967655366,49235.4156758733,0.539475406089299,12.4276321870203,NA,22882.0862678085,6.75129504169634,2.71086384602716,7605613.62297905,1442.4,PA14_00790,1
11833.8920489015,31778.5884178201,0.391935966240919,7.23383913669022,-51100.9328677773,0.0575580565909964,-4.30419621950892,114658.109703417,0.726313875890841,18.7718744928894,NA,31778.2438125258,7.2337916177137,2.55142898764602,44133134.6962378,1704.2,PA14_00810,1
10819.2564069565,51122.9890154433,0.296661611137491,10.3350573426716,-183892.791137481,0.070441670526194,-12.5278096117882,286138.769168367,0.522881551748788,33.1979242971314,NA,51123.54047359,10.3351103455058,3.37084960012148,16609447.3327855,1501.7,PA14_00820,1
11054.2194308742,28438.1051925824,0.339098002589156,7.23531298116915,-13333.5549183504,0.158853791424669,-0.425570830501405,70209.7653035151,0.519342213753642,14.8961967928397,NA,28438.2750474184,7.23534396368162,2.94900600898786,10944023.9197759,1545.1,PA14_00830,1
10075.9973034062,62042.066585844,0.264474438231102,12.1035302554987,-115415.330177645,0.170276247949937,-2.93581862403876,239499.463349333,0.358672628512267,27.1428791350361,NA,62042.0366289127,12.1035280800372,3.78108379930381,2418655.04857029,1435.6,PA14_00850,1
11902.9378404217,23893.0773843881,0.482709927097806,5.41581523796704,-9023.09796435784,0.0811654260484846,-0.380897086338491,56809.252733134,0.884254428147127,11.2125275622726,5.40069360915897,23893.2286884832,5.4158416380509,2.07164447774987,78091493.3195262,2076.2,PA14_00890,2
8050.69362784696,16208.0847735666,0.481069069751359,4.42771816867367,9977.6228819298,0.316607302753418,2.66653463785793,22438.5466652033,0.6455308367493,6.18890169948942,4.40034963994849,16208.0734475167,4.42771495283674,2.078702432179,8534567.73872092,1855.7,PA14_00910,1
12638.5200614587,25342.8773585381,0.492779655698035,5.31086096854967,15064.5742313025,0.36688000614633,3.62016283560914,35621.1804857737,0.61867930524974,7.00155910149021,5.30031724844923,25342.7463705541,5.31083940085879,2.0292986048949,41211997.1059806,2428.7,PA14_00940,2
10514.8284705643,39529.5881874332,0.31312356371492,9.14197611559619,-56575.4042534902,0.146910252514043,-3.03632132542447,135634.580628357,0.479336874915796,21.3202735566168,NA,39529.6723190067,9.14198650603843,3.1936287827488,8534560.70950884,1557.4,PA14_00960,1
9892.86694366919,19842.9325682274,0.771887800952732,3.70832616420307,15529.4624576984,0.51394916632282,2.96047331367142,24156.4026787564,1.02982643558264,4.45617901473472,3.75085725503367,19842.9485900235,3.7083288131401,1.29552687005215,181326724.293379,3028.8,PA14_00980,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1457.3,PA14_01010,1
9919.39639517645,29061.6230876365,0.312396003806325,8.00792293157284,-5898.94958666393,0.197434997366903,1.47705042086861,64022.1957619369,0.427357010245748,14.5387954422771,NA,29061.5462557793,8.00790859625094,3.20106275361222,3530336.82765049,1391.2,PA14_01020,1
13348.3236831957,31368.733132164,0.388862578476898,6.67193700486974,4773.74102451864,0.256851335360135,2.702748441321,57963.7252398094,0.520873821593662,10.6411255684185,NA,31368.7920845371,6.67194560241217,2.57160429869911,8715616.17758614,2003.3,PA14_01030,1
10924.8552171513,22050.2972289871,0.704305802174752,4.02929296206631,17477.1187889621,0.52229582887998,3.29577909310656,26623.4756690121,0.886315775469523,4.76280683102605,4.00346033347138,22050.3657345888,4.02930410613083,1.41984304028068,22757269.2024972,2987,PA14_01060,1
12590.0578675785,33950.4746127805,0.374622929949604,7.31140965511156,-54551.919197939,0.0535803730562754,-4.75269374528193,122452.8684235,0.695665486842933,19.375513055505,NA,33950.585638174,7.31142460990731,2.66935336030767,46172861.6436892,1796,PA14_01070,1
3992.96177532212,8117.45167110992,0.696390912123904,2.94697231760971,6700.97500115807,0.457014072855526,2.27689636469863,9533.92834106178,0.935767751392282,3.61704827052079,2.95043366405277,8117.46670874396,2.94698010302676,1.43597917470518,6552161.58507051,1319.1,PA14_01080,1
7517.07252041379,15077.2543812685,0.498736842807949,3.711790254133,8996.86576874936,0.260320288901686,1.84152043940655,21157.6429937877,0.737153396714213,5.58206006885944,3.75032433581635,15077.286140106,3.71180007838405,2.00507003451447,83986292.2657189,1363.3,PA14_01100,1
11613.6914017244,36216.9323272186,0.330331994996862,8.17671291909631,-42441.0603063015,0.132430926362916,-2.71985720196872,114874.924960739,0.528233063630809,19.0732830401613,NA,36216.7969584042,8.17669440462447,3.0272546222567,14691152.9783576,1630.1,PA14_01110,1
10571.6702747323,21269.1069439955,0.581087972368649,4.42197957217975,15693.7061178782,0.437095177287938,3.3914160738069,26844.5077701128,0.725080767449361,5.4525430705526,4.40162750502899,21269.0897755282,4.42197637693294,1.72090850947353,11842277.9665333,2524.2,PA14_01120,1
14433.025654269,29133.3220652426,0.821280276346281,3.42636559305041,26266.1642885581,0.673687792249612,3.09018465531062,32000.4798419271,0.96887276044295,3.7625465307902,3.45402409859993,29133.3161336016,3.42636486896441,1.21761071193461,29261300.6648078,4402.8,PA14_01130,1
10331.9129562497,20729.2264359457,0.576525777248634,4.6162524158039,14755.0408230779,0.432477587265941,3.49638793359647,26703.4120488135,0.720573967231327,5.73611689801133,4.60530754006049,20729.2923606205,4.61626479356843,1.73453260570303,10440379.2097697,2410.3,PA14_01140,1
10778.2515225613,52922.6377176362,0.30825304793786,10.3236341477529,-117817.225435873,0.152130625872072,-4.94630003547486,223662.500871146,0.464375470003647,25.5935683309807,NA,52922.9705914239,10.3236634679911,3.24409093154416,7973748.33429804,1554.5,PA14_01150,4
12432.5402417899,25555.5821255135,0.623468723224017,4.08899053488063,21624.5835380743,0.515220688376802,3.49874830787883,29486.5807129526,0.731716758071232,4.67923276188243,4.10229435093545,25555.5779865749,4.08898989730253,1.60392945982834,10842860.296216,3104.6,PA14_01160,2
10421.3275035532,29229.8041708205,0.33393475914797,7.67637444219211,76.4418782720932,0.227589397221352,2.55090596834121,58383.1664633688,0.440280121074589,12.801842916043,NA,29229.8422704122,7.67638113133231,2.9945981261079,3393607.31413586,1514.3,PA14_01170,1
11738.1314301701,24064.7368102566,0.497635865859529,5.39913053740458,11746.1596892465,0.342935306372707,3.30285001573473,36383.3139312667,0.652336425346351,7.49541105907443,5.35083109857839,24064.6092368935,5.39910870714418,2.00949507628518,11777541.4422354,2379.2,PA14_01180,1
8577.13354807591,17401.4099653392,0.612903404133228,3.84830815645036,14604.9900018852,0.491008913770525,3.21257312599235,20197.8299287932,0.734797894495931,4.48404318690836,3.8519601764701,17401.4053117547,3.84830709324924,1.63157793512892,6813620.80012121,2123.6,PA14_01200,1
10001.5176861384,20009.9660328605,0.579446633592289,4.40137734751378,8981.12583083254,0.275159254803703,2.22577574452872,31038.8062348884,0.883734012380874,6.57697895049884,4.40018186054058,20010.064826034,4.40139690681769,1.72579340745396,215644806.774753,1662.6,PA14_01220,1
10765.0601098412,93692.9775234307,0.266607674509908,13.5589615610011,-491639.232091859,0.126806149878273,-16.8059559809659,679025.187138721,0.406409199141544,43.9238791029682,NA,93696.9541175821,13.5591669365567,3.75084254738734,6206659.46114006,1493,PA14_01240,1
10322.0629202372,25645.1982688729,0.324386691815314,7.11948014328507,-14184.962948724,0.129498904755612,-1.4699881562325,65475.3594864698,0.519274478875016,15.7089484428026,NA,25644.9678306378,7.11943116214376,3.08273102084436,10922844.2764779,1408.5,PA14_01250,2
16089.1194772187,37100.393980952504,0.435928652713624,6.51307882693605,-4850.37720563209,0.237932199542535,1.76650610489783,79051.1651675372,0.633925105884714,11.2596515489743,NA,37100.8690888073,6.51313196350712,2.29396389617703,128301330.531112,3017.2,PA14_01270,2
10640.4672784218,63150.7236262682,0.288079880392183,11.4458067512112,-142206.69055474,0.169009847106065,-4.32404180406028,268508.137807276,0.4071499136783,27.2156553064827,NA,63154.7453438473,11.4461141632611,3.47128643548846,4438180.23495228,1528.9,PA14_01290,1
12343.8331578011,24924.7847314566,0.589644601217467,4.33300794895154,10211.8821159702,0.245673045550346,2.0205082585584,39637.687346943,0.933616156884587,6.64550763934467,4.30073886475386,24924.8374425747,4.33301624125035,1.69594022060716,438146293.923519,3809.3,PA14_01300,1
15708.2184492319,31998.3213157057,0.728922838625186,3.85190275385128,27017.311167544,0.572070656233138,3.30427305693608,36979.3314638674,0.885775021017235,4.39953245076648,3.85200214452656,31998.3211756706,3.85190270977339,1.37188738428775,37356302.5692481,4479.7,PA14_01310,4
11039.3164137109,22326.7615009486,0.543019703095037,4.84372356767158,17799.6705349167,0.457921623233582,4.0333670653681,26853.8524669805,0.628117782956491,5.65408006997505,4.85278963138421,22326.7456648125,4.84372074353676,1.84155306267938,3864738.61881196,2330.4,PA14_01320,2
11173.0811222597,25591.0385900041,0.349922509576317,6.63048324882778,-5336.6270194284,0.168092951096433,0.262403279059343,56518.7041994365,0.531752068056201,12.9985632185962,NA,25591.2328780137,6.63052287451622,2.85778427107068,11310154.5084224,1488.8,PA14_01330,2
4647.52154630503,9573.47803821438,0.772730168098792,2.37875696110293,8800.33161823425,0.60382044291322,2.07772310040127,10346.6244581945,0.941639893284363,2.67979082180458,2.35345979656158,9573.48016249752,2.37875762067853,1.29411373921071,4309195.30209345,1238.3,PA14_01340,1
12249.9692511957,30416.4895613522,0.397097531784596,6.89328322536048,-39016.9410534411,0.0652960043506417,-3.35493966282086,99849.9201761454,0.72889905921855,17.1415061135418,NA,30416.0583683464,6.89322024487199,2.51826125464591,46392916.7739989,1753.7,PA14_01350,1
10043.3344210565,20250.3032683084,0.892162054202136,3.52030693669289,15905.9335785553,0.531642180871225,2.8256917674611,24594.6729580615,1.25268192753305,4.21492210592467,3.55219191547328,20250.3103513031,3.52030772833728,1.12087389811452,77812618.7667676,3661.8,PA14_01380,1
9106.51806326264,18393.0578352532,0.678178792800132,3.22902562569546,15594.7328485123,0.501367801296487,2.64336935466545,21191.3828219941,0.854989784303776,3.81468189672546,3.250160689476,18393.0387534645,3.22902139106748,1.47453524972475,18067835.1918127,2501.2,PA14_01390,1
9533.85816811106,19491.3871961736,0.572530989775069,4.57696992047575,14170.6473079197,0.43487046997017,3.50601108571982,24812.1270844275,0.710191509579968,5.64792875523168,4.60102735701572,19491.4764649215,4.57698801366397,1.74663772782128,8581556.50637211,2329.1,PA14_01400,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530.2,PA14_01410,1
10451.1952567638,49911.5101578637,0.30483088567532,10.259111258977,-93449.3563025745,0.162290004403819,-3.59232472222468,193272.376618302,0.44737176694682,24.1105472401788,NA,49912.2563654626,10.2591827351868,3.28051495368086,6228629.57347135,1515.9,PA14_01430,4
11781.3834901413,23749.4096394111,0.578608891796945,4.53134718194122,9477.1198668346,0.265704364031781,2.18475228960711,38021.6994119876,0.891513419562108,6.87794207427534,4.50418204315298,23749.1695125423,4.53130741429109,1.72826787468273,305393661.682977,1987.5,PA14_01440,1
11054.3440177321,26721.2486660138,0.34182983440799,6.9208732653555,-9598.47922675475,0.157309775979302,-0.269394137988866,63040.9765587823,0.526349892836679,14.1111406686999,NA,26721.5898022471,6.92094041665577,2.92544631063496,11385720.645265,1504.9,PA14_01460,1
11511.8949505165,36903.5368439395,0.327861550287806,8.31524346705353,-47621.5399346457,0.127873576195157,-3.16589116504451,121428.613622525,0.527849524380455,19.7963780991516,NA,36904.6814371638,8.3153976428935,3.05009162519073,67559328.8431745,1715.1,PA14_01470,1
11523.4942333088,23591.7072220918,0.649603186152062,4.07416807840938,19402.1665656501,0.515528144772181,3.41190390152793,27781.2478785335,0.783678227531944,4.73643225529082,4.05306768506136,23591.7290431453,4.07417157446602,1.5394028734037,14214227.4990977,3052.2,PA14_01500,3
5917.31384673547,11959.7120164228,0.464165542467008,3.44559761556633,9769.02587265562,0.355972726998966,2.54057489480477,14150.39816019,0.572358357935049,4.3506203363279,3.45053098443292,11959.731390061,3.44560571597539,2.15440786462503,2308689.52252441,1250.6,PA14_01510,1
10672.5651254897,21659.3517545198,0.510837668533405,4.95780578119502,4626.75846009377,0.21820722313048,1.67922110359263,38691.9450489459,0.80346811393633,8.2363904587974,4.95100320926957,21659.3628465221,4.95780791325889,1.95756966962849,41069733.4879556,2141.7,PA14_01540,1
10600.821248873,91271.803287151,0.256839015725027,13.8020436114314,-341235.290952852,0.152519804971198,-10.1852615938916,523778.897527154,0.361158226478856,37.7893488167544,NA,91264.1984171542,13.8016247604211,3.89346327041944,3286694.26458084,1484.9,PA14_01580,1
12714.7673957573,25871.95111748,0.476018185938085,5.57258039917908,15172.342199225,0.364290338749037,3.83528670541286,36571.560035735,0.587746033127133,7.3098740929453,5.60072643208643,25871.7833556432,5.57255310987363,2.10075286376577,30238305.787251,2434.3,PA14_01600,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3154.7,PA14_01610,1
12254.706979369,24990.949761446,0.569768617423659,4.66833788440125,7525.50081203691,0.23353147246916,1.94001396551511,42456.3987108552,0.906005762378158,7.39666180328738,4.70069360915897,24991.0364529797,4.66835144070556,1.75510310978697,370437213.133093,3559.6,PA14_01620,3
11137.2049651061,22805.7664900222,0.729225314766798,3.76419861083787,19474.9020759351,0.576230626685885,3.24643063400414,26136.6309041092,0.882220002847712,4.2819665876716,3.75028575305458,22805.7614137886,3.76419778608568,1.37131790877336,18556183.2503383,3096.8,PA14_01640,2
11789.2441418513,23801.1875992647,0.561371459780804,4.43435726560686,12714.3773521948,0.318580092316374,2.55414654837997,34887.9978463346,0.804162827245233,6.31456798283376,4.5010213340758,23801.1719315508,4.43435459250336,1.78135061263912,449612239.048461,1541.1,PA14_01660,1
11936.7690394259,24619.5839183289,0.406104176532082,6.05019682825219,6098.47052633281,0.256337731749913,2.50425390026948,43140.697310325,0.55587062131425,9.5961397562349,NA,24619.9135033422,6.05026039938873,2.46243888872694,8921469.13395063,1875.8,PA14_01680,3
11845.0453233292,23710.4225928015,0.453908110236871,5.20631868409391,10615.6950034683,0.289315236907211,2.69885125881656,36805.1501821348,0.618500983566532,7.71378610937126,5.20254033731138,23710.4731564986,5.20632833610887,2.20309185912502,13993535.4648324,2019.5,PA14_01690,3
15250.2719611043,31012.4373048486,0.477008253527086,5.8701920682906,15886.7565762744,0.359831974851204,3.88374699532215,46138.1180334228,0.594184532202968,7.85663714125906,NA,31012.3860280991,5.87018530344672,2.09639806742932,9074853.42093052,2648.2,PA14_01710,1
8113.70913465117,16255.5988937459,0.625602966929476,3.80659625961887,12322.3368733243,0.432632020347362,2.85983711273972,20188.8609141675,0.81857391351159,4.75335540649803,3.80105409694925,16255.5703092737,3.80658967013896,1.59845328671994,161443955.872272,1491.8,PA14_01720,1
9210.95396075763,18590.6824677795,0.668914105218973,3.72728784955766,14390.0390334563,0.46121020276923,2.87729811568858,22791.3259021028,0.876618007668717,4.57727758342674,3.75014326561341,18590.721094422,3.72729600367267,1.49496372102332,23309952.107769,2436,PA14_01730,1
12701.4067694936,25551.8200940865,0.652969317060228,4.42137479545396,18923.470529877,0.483845641959747,3.48953562977487,32180.169658296,0.822092992160709,5.35321396113305,4.40351297671972,25551.8821692868,4.42138360860295,1.53146909447732,23134989.9731171,3268.1,PA14_01760,1
